provider_id,user_id,location_id,cancellation_rate,response_time
3869,5129,27,5.71,22.3
3870,8952,27,12.93,34.7
3871,27391,27,12.18,73.4
3872,23938,27,7.44,10.3
3873,18417,27,7.73,59.1
3874,6818,27,9.05,28.4
3875,2725,27,4.66,11.6
3876,24584,27,9.84,28.1
3877,25635,27,6.95,45.9
3878,8320,27,6.58,67.5
3879,29329,27,13.49,67.6
3880,19277,27,0,77.4
3881,6276,27,5.33,41.6
3882,12448,27,9.68,52.2
3883,14943,27,8.93,76.9
3884,8242,27,7.88,13.2
3885,27214,27,5.64,55.5
3886,5568,27,0,13.8
3887,16342,27,6.87,42.7
3888,22974,27,0,20.7
3889,8183,27,6.61,7.4
3890,3360,27,2.46,59.9
3891,3614,27,7.11,34.1
3892,15738,27,6.84,61.7
3893,11988,27,12.89,85
3894,5481,27,13.25,61.6
3895,25781,27,7.3,17.5
3896,3327,27,0,59.5
3897,22264,27,7.49,67
3898,19546,27,14.42,60.3
3899,15478,27,1.77,45.8
3900,23206,27,9.36,51.3
3901,5176,27,18.09,101.7
3902,7889,27,16.1,26.8
3903,24419,27,9.87,24.7
3904,2528,27,12.03,36.3
3905,23138,27,0,19.2
3906,10187,27,6.5,64.9
3907,23229,27,5.83,52.1
3908,2539,27,6.95,23.5
3909,22732,27,13.14,29.7
3910,5303,27,12.23,68
3911,17868,27,0,15.3
3912,11487,27,21.24,36
3913,17305,27,10.13,99
3914,10634,27,13.54,1
3915,27244,27,7.73,18.6
3916,12022,27,7.34,64.4
3917,21512,27,13.49,62.8
3918,8548,27,9.99,70.1
3919,4965,27,6.62,66.7
3920,26667,27,7.53,3.3
3921,25340,27,7.63,48.9
3922,22966,27,4.78,54.3
3923,19857,27,4.71,45.7
3924,29249,27,3.92,29.8
3925,29354,28,10.27,47.7
3926,8007,28,8.42,45.2
3927,4231,28,5.75,48.1
3928,22051,28,14.58,48.1
3929,758,28,5.02,45.8
3930,9438,28,7.37,55.1
3931,16410,28,21.29,84.8
3932,9065,28,15.01,52.4
3933,23751,28,3.66,16.2
3934,22414,28,5.63,41.6
3935,1231,28,0,82.6
3936,11591,28,3.27,22.4
3937,17822,28,0,50.6
3938,20592,28,6.11,45.7
3939,2843,28,14.38,62.7
3940,26840,28,5.17,53.5
3941,19561,28,2.48,44.8
3942,5168,28,13.51,28.6
3943,15184,28,1.64,44.4
3944,24608,28,6.11,82.3
3945,23404,28,1.84,77.8
3946,12751,28,4.35,73.8
3947,6465,28,1,68.9
3948,25739,28,8.8,32.8
3949,17419,28,0,87.5
3950,29713,28,6.1,21.5
3951,19330,28,6.22,109.3
3952,6345,28,9.24,35.2
3953,9743,28,6.95,38.4
3954,23101,28,10.45,49.9
3955,28802,28,12.78,68.2
3956,13163,28,10.28,52
3957,23255,28,9.38,50.2
3958,15766,28,10.22,32.8
3959,21810,28,0,67.5
3960,14052,28,0,60.7
3961,23832,28,0,49.4
3962,5097,28,4.62,44.6
3963,20893,28,8.32,7.7
3964,7831,28,15.84,51.4
3965,25349,28,10.83,53.7
3966,21498,28,6.75,32.8
3967,23430,28,3.01,71.6
3968,17391,28,14.74,15.7
3969,5113,28,15.34,73.8
3970,9188,28,8.91,40.8
3971,15938,28,5.94,39.1
3972,12255,28,7.15,56.7
3973,12949,28,11.52,67.7
3974,5694,28,13.32,69.5
3975,7320,28,7.4,35.3
3976,26109,28,4.22,60.6
3977,5705,28,2.84,60.5
3978,1370,28,10.03,85.2
3979,7912,28,13.27,62.4
3980,21809,28,13.73,22.4
3981,15778,28,17.84,44.5
3982,20517,28,2.17,50.1
3983,27194,28,7.32,52.9
3984,1836,28,8.34,72.3
3985,3860,28,1.45,57.6
3986,20243,28,12.34,52.9
3987,8075,28,9.4,62.3
3988,19465,28,7,82.4
3989,17452,28,5.51,69.5
3990,770,28,1.17,60.9
3991,5848,28,12.06,32.1
3992,6777,28,4.22,66.6
3993,13268,28,7.68,50.7
3994,28063,28,9.96,27.3
3995,19342,28,3.25,5.2
3996,6805,28,11.76,36.1
3997,17512,28,6.83,59.7
3998,2618,28,12.15,37.3
3999,2033,28,6.92,21.9
4000,17710,28,17.65,36.7
4001,21453,28,11.51,78
4002,15922,28,4.53,66.2
4003,15358,28,9.6,39.4
4004,1174,28,1.24,50.9
4005,9797,28,23.56,67.2
4006,3162,28,10.98,14.3
4007,14573,28,2.21,7
4008,25513,28,15.2,59.3
4009,25910,28,12.44,71.9
4010,9012,28,0.6,79.4
4011,18192,28,0.78,83
4012,11606,28,5.28,61.2
4013,3108,28,9.41,22.4
4014,8215,28,0,71.2
4015,6147,28,7.35,59.8
4016,29337,28,5.95,31.9
4017,24458,28,10.19,36.8
4018,13507,28,9.46,51.7
4019,2155,28,5.86,68.9
4020,16438,28,2.09,48
4021,616,28,6.1,47.5
4022,10594,28,7.67,61.5
4023,7973,28,7.58,47.9
4024,20949,28,12.71,58.3
4025,5417,28,8.07,76.7
4026,22487,28,6.27,84.8
4027,15866,28,2.8,59.9
4028,19708,28,13.43,1
4029,20664,28,6.55,39.2
4030,18137,28,9.17,16.1
4031,24770,28,10.06,85.6
4032,9016,28,5.61,54.3
4033,11329,28,9.29,63.1
4034,10303,28,4.18,61.8
4035,9590,28,15.69,1
4036,1441,28,15.42,36.7
4037,19577,28,6.41,42.7
4038,22327,28,2.68,14.9
4039,17829,28,2,23.3
4040,7631,28,14.14,23.1
4041,24163,28,0.4,35.7
4042,19514,28,4.48,35.5
4043,21931,28,9.18,74.6
4044,29987,28,13.97,36.7
4045,11174,28,2.97,28.6
4046,13007,28,5.75,53
4047,11466,28,7.17,45.7
4048,14903,28,4.09,93.1
4049,14941,28,10.31,41.3
4050,29129,28,8.84,14.4
4051,20388,28,5.23,4.2
4052,21812,28,12.7,44.8
4053,14421,28,5,38.7
4054,6906,28,8.47,48.7
4055,21429,28,8.01,1
4056,13115,28,7.33,57.3
4057,15277,28,6.38,34.8
4058,17207,28,13.33,51.2
4059,21882,28,4.05,16.4
4060,3659,28,17.6,52.2
4061,12891,28,4.94,20.4
4062,20165,28,14.57,33.2
4063,27831,28,5.2,60.1
4064,15971,28,4.7,39.2
4065,28396,28,9.13,70.5
4066,19002,28,4.31,63.9
4067,7879,28,9.79,82.2
4068,13226,28,5.48,85.6
4069,5674,28,16.86,66.5
4070,12899,28,5.8,16.8
4071,11183,28,7.15,66.2
4072,25916,28,2.28,16.4
4073,6587,28,3.24,26.4
4074,12707,28,6.78,42.1
4075,21491,28,4.55,39.1
4076,12884,28,3.78,97.6
4077,27390,28,15.03,29.6
4078,24391,28,8.91,56
4079,14592,28,6.21,55.9
4080,16748,28,13.56,28.7
4081,26850,28,13.71,34.8
4082,27862,28,12.02,20.3
4083,29384,28,11.7,23.2
4084,13045,28,10.56,45.7
4085,16046,28,5.12,32.7
4086,8088,28,6.04,21.3
4087,14969,28,4.72,49.1
4088,268,28,5.31,33
4089,21122,29,6.46,63.3
4090,18374,29,4.14,58.9
4091,12415,29,8.17,87.7
4092,28405,29,14.91,73.4
4093,1103,29,7.21,19.2
4094,14204,29,11.01,36.5
4095,11998,29,7.19,30.8
4096,15115,29,13.39,35.6
4097,6801,29,0.65,2.5
4098,21139,29,8.42,39
4099,16109,29,2.41,73.5
4100,24847,29,19.43,14.9
4101,21921,29,5.38,33.4
4102,27099,29,1.53,39.2
4103,19893,29,10.63,52.5
4104,9660,29,14.27,29.3
4105,25318,29,6.82,42.3
4106,3295,29,9.05,85.9
4107,27255,29,1.11,38.8
4108,11126,29,0,100.5
4109,5122,29,4.17,14.1
4110,4755,29,7.39,51.6
4111,21635,29,5.89,66.4
4112,9304,29,10.31,60.6
4113,26379,29,15.21,41.2
4114,12561,29,12.82,43.8
4115,6219,29,3.68,11.4
4116,822,29,11.37,41.3
4117,28989,29,2.24,46.7
4118,3563,29,6.63,54.3
4119,23257,29,4.09,60.7
4120,20879,29,10.62,66.3
4121,10741,29,5.93,66.7
4122,14407,29,3.6,16.3
4123,15430,29,11.96,53.3
4124,13933,29,12.13,58.2
4125,20493,29,0,49.7
4126,2213,29,10.88,1
4127,7243,29,7.06,1
4128,28792,29,3.18,66.1
4129,29145,29,7.07,37
4130,17004,29,11.44,59.3
4131,26336,29,9.65,25.4
4132,13705,29,3.39,73.6
4133,13928,29,5.53,66.3
4134,2590,29,9.89,37
4135,3247,29,1.1,111.4
4136,18642,29,5.14,65.4
4137,2079,29,11.79,47.6
4138,26973,29,4.27,121
4139,19437,29,11,8.8
4140,21520,29,1.17,47.6
4141,15439,29,12.06,22.5
4142,25407,29,9.83,39.4
4143,6424,29,8.16,1
4144,21785,29,9.25,29.6
4145,10084,29,12.55,42
4146,22725,29,0,36.9
4147,20309,29,11.14,47.6
4148,22778,29,9.37,19.8
4149,14696,29,2.36,5.6
4150,5173,29,0,55.9
4151,42,29,6.58,39.5
4152,9325,29,11.1,31.7
4153,226,29,9.25,54.3
4154,22784,29,16.44,73.5
4155,13222,29,10.79,39.1
4156,21764,29,12.92,37.5
4157,18831,29,8.65,71.8
4158,29246,29,8.19,65.8
4159,13254,29,0.53,34.9
4160,25358,29,3.61,9.2
4161,5145,29,6.79,48.8
4162,9705,29,5.11,51.9
4163,21350,29,3.62,50.4
4164,25037,29,4.71,60.5
4165,7294,29,9.11,30.6
4166,11161,29,6.37,40.4
4167,18145,29,17.71,30.9
4168,29439,29,11.32,80.5
4169,23869,29,3.67,63
4170,22081,29,17.87,114.1
4171,23879,29,0.04,55
4172,20018,29,6.32,53.6
4173,7999,29,6.13,53.6
4174,22193,29,10.68,78.6
4175,28056,29,0.85,52.4
4176,14807,29,4.35,30.1
4177,274,29,4.44,31.5
4178,27098,29,4.29,29
4179,1945,29,11.33,49.2
4180,11305,29,12.88,43.1
4181,10400,29,7.48,33.6
4182,1354,29,7.96,76.5
4183,23717,29,13.35,13.4
4184,18549,29,11.8,30
4185,452,29,10.5,72.6
4186,26032,29,0,9.8
4187,18548,29,6.48,38
4188,22056,29,6.08,60.9
4189,26116,29,13.16,74.1
4190,4699,29,11.36,45
4191,7989,29,0,21.3
4192,20578,29,8.01,28.8
4193,18173,29,19.75,48.6
4194,8984,29,7.48,51.3
4195,27526,29,6.65,64.6
4196,21061,29,5.83,18.8
4197,477,29,2.96,42.9
4198,26827,29,9.13,73.2
4199,25062,29,8.32,93.6
4200,8670,29,7.91,74.3
4201,14068,29,14.85,53.7
4202,5858,29,8.07,25.4
4203,28678,29,3.72,25.1
4204,5258,29,3.23,62.6
4205,15997,29,9.52,32.6
4206,3592,29,16.72,72.3
4207,25913,29,9.3,56.6
4208,17551,29,2.69,39.3
4209,7251,29,5.07,31
4210,22690,29,2.62,35.7
4211,14775,29,15.51,11.9
4212,15328,29,11.06,68.1
4213,22655,29,11.23,64.5
4214,10266,29,6.76,30.3
4215,17817,29,14.39,11.3
4216,26012,29,1.72,53.8
4217,20358,29,4.72,51.2
4218,3946,29,2.66,7.8
4219,11312,29,11.52,78.6
4220,8004,29,7.25,1
4221,7826,29,7.75,55
4222,3218,29,16.15,92.7
4223,11757,29,2.89,47.9
4224,27915,29,15.46,34.7
4225,29909,29,5.67,29.2
4226,23314,29,1.35,1
4227,504,29,11.04,42.1
4228,20485,29,1.12,32.6
4229,14534,29,4.89,33.7
4230,10459,29,0,40.2
4231,1983,29,1.61,1
4232,6161,29,1.93,22
4233,5435,30,6.54,42
4234,19073,30,10.59,72.3
4235,12152,30,3.59,58.8
4236,12929,30,7.51,82.2
4237,8749,30,0,30
4238,11958,30,8.45,35.7
4239,21652,30,2.16,68.9
4240,8717,30,14.39,64.2
4241,17437,30,4.05,50
4242,13785,30,12.27,68.9
4243,3645,30,14.79,69.1
4244,15760,30,12.17,52.2
4245,11192,30,11.22,60.4
4246,17474,30,5.95,51.5
4247,23517,30,12.64,47.7
4248,18579,30,4.45,36.2
4249,22299,30,14.65,27.6
4250,16018,30,6.4,80.5
4251,6997,30,5.84,36.9
4252,100,30,7.01,58.6
4253,10074,30,13.65,23.9
4254,26149,30,6.12,53.8
4255,3403,30,18.52,69.7
4256,22178,30,4.04,46.1
4257,5458,30,5.14,41.9
4258,11888,30,14.95,40
4259,14557,30,9.27,17.4
4260,18808,30,13.12,56.3
4261,18684,30,0,16.4
4262,9729,30,14.87,26.5
4263,6660,30,7.41,69.4
4264,10844,30,0,59.9
4265,29120,30,19.93,34.3
4266,29372,30,19.01,64.3
4267,28376,30,5.65,20.2
4268,16858,30,6.48,63.3
4269,28859,30,11.58,76.5
4270,23454,30,12.33,57.3
4271,6259,30,6.77,19.7
4272,6392,30,7.11,64.4
4273,21662,30,18.36,30.1
4274,6156,30,0,79.4
4275,7461,30,8.92,54.3
4276,3721,30,6.39,49.8
4277,28198,30,1.83,41.8
4278,26924,30,3.49,47.8
4279,25319,30,9.72,58.4
4280,22198,30,0.24,34.7
4281,22297,30,0.02,78.3
4282,24121,30,13.33,38.1
4283,28496,30,7.37,51.9
4284,8524,30,8.4,63.8
4285,27516,30,5.75,1.1
4286,26524,30,11.89,50.7
4287,21149,30,9,47.1
4288,18004,30,14.49,41.2
4289,20468,30,12.81,41.3
4290,6047,30,1.43,39.7
4291,8827,30,9.11,91.7
4292,10003,30,7.98,27.1
4293,22027,30,3.8,83.6
4294,29751,30,5.77,40.6
4295,15827,30,13.68,26.7
4296,2802,30,1.85,32.5
4297,29569,30,8.19,85.4
4298,14897,30,15.1,56.8
4299,16980,30,10.51,69
4300,11961,30,8.62,21
4301,3724,30,8.17,18.7
4302,4420,30,9.78,32.6
4303,28752,30,7.66,40.2
4304,19680,30,12.45,59.8
4305,11727,30,12.61,46.5
4306,18232,30,15.64,65.4
4307,15686,30,10,47.3
4308,19452,30,10.14,64.7
4309,24972,30,7.31,37.2
4310,16825,30,4.12,1
4311,11196,30,0,50.7
4312,8788,30,0,48.7
4313,21172,30,12.1,79.5
4314,21291,30,10.98,4.8
4315,14777,30,11.91,42.8
4316,22873,30,4.38,14.4
4317,5318,30,7.43,63.1
4318,17340,30,7.97,72.9
4319,16982,30,4.38,43.2
4320,12999,30,9.03,20.8
4321,17695,30,6.05,34.7
4322,24680,30,3.34,8.2
4323,10398,30,0,23
4324,15627,30,1.93,101.3
4325,9391,30,3.65,46.8
4326,17421,30,0,55.8
4327,25433,30,3.46,38.2
4328,27299,30,6.27,87
4329,10851,30,6.04,47.2
4330,14066,30,12.55,22.2
4331,4264,30,10.67,39.2
4332,26125,30,10.59,51.8
4333,16797,30,16.3,34.1
4334,16305,30,7.17,9.9
4335,5820,30,4.64,79.4
4336,25036,30,6.27,60.9
4337,1032,30,15.43,42.4
4338,7621,30,10.51,1
4339,3815,30,6.25,1
4340,19210,30,2.59,35.6
4341,27962,30,1.68,1
4342,28240,30,10.39,26.5
4343,20849,30,12.3,33.8
4344,27129,30,11.6,77.7
4345,29779,30,0,19.4
4346,2055,30,13.26,35.4
4347,2625,30,5.24,26.7
4348,17709,30,10.77,40.3
4349,346,30,0.11,1
4350,26305,30,6.1,36.9
4351,6115,30,15.99,33.8
4352,10511,30,0.17,78.5
4353,23636,30,5.63,60
4354,19118,30,2.64,32.1
4355,14549,30,6.57,78.6
4356,2214,30,22.16,75
4357,20540,30,0.28,42.4
4358,19468,30,1.99,8.5
4359,26731,30,6.04,83.7
4360,7308,30,0,82.1
4361,22077,30,4.1,77.1
4362,9038,30,19.69,57.4
4363,17664,30,14.15,52.5
4364,7310,30,4.03,12.6
4365,27137,30,16.52,12.9
4366,22955,30,14.16,17.4
4367,29513,30,10.46,39.8
4368,5209,30,7.76,21.5
4369,18362,30,9.06,1
4370,8087,30,1.86,82.5
4371,2076,30,4.4,35.1
4372,15431,30,5.63,56.4
4373,20805,30,10.37,44.5
4374,2323,30,11.06,35.5
4375,21513,30,9.01,75
4376,1765,30,10.8,12.1
4377,6625,30,7.12,50.4
4378,14681,30,8.19,38.7
4379,4637,30,8.52,21
4380,13626,30,10.72,59.1
4381,7387,30,11.25,40.8
4382,9517,30,16.82,52.4
4383,29906,30,9.4,44.8
4384,10946,30,1.35,10.6
4385,10783,30,7.93,46.8
4386,25617,30,4.86,43.8
4387,14793,30,5.55,28
4388,1643,30,16.89,43.2
4389,28245,30,9.94,28.4
4390,7033,30,9.5,73.7
4391,28083,30,13.79,36.1
4392,19830,30,2.47,66.5
4393,27223,30,10.14,42
4394,15211,31,2.96,35.2
4395,17793,31,5.08,45.8
4396,2679,31,11.93,67.4
4397,21761,31,8.81,58.1
4398,12737,31,8.36,20.1
4399,29912,31,1.83,75.8
4400,2450,31,8.07,56.9
4401,6234,31,12.59,1
4402,16854,31,8.26,26.6
4403,5175,31,1.96,56.4
4404,12712,31,16.96,32.9
4405,17329,31,11.58,14.8
4406,28483,31,1.29,65.3
4407,19084,31,11.23,11.3
4408,3258,31,5.54,91.5
4409,12845,31,8.69,43.9
4410,16204,31,8.29,44.6
4411,17896,31,8.69,49.9
4412,7491,31,0,74.7
4413,29172,31,4.21,26.4
4414,19540,31,11.69,25.3
4415,27328,31,11.12,21.8
4416,8455,31,15.39,34.6
4417,14625,31,14.06,1
4418,12727,31,5.68,34.7
4419,2523,31,8.22,38.9
4420,767,31,20.29,30.6
4421,6016,31,18.9,4.9
4422,29096,31,5.33,64.3
4423,6665,31,3.17,85.6
4424,17082,31,5.44,59.9
4425,29576,31,8.78,67
4426,13535,31,10.65,30.1
4427,2479,31,17.27,58
4428,24098,31,7.15,15.1
4429,9459,31,8.94,39
4430,24893,31,9.43,81.8
4431,12315,31,16.29,60.7
4432,17747,31,8.39,52.8
4433,23528,31,11.03,69.7
4434,27609,31,2.52,43.7
4435,26290,31,1.83,21.8
4436,12718,31,0,80.2
4437,732,31,11.33,46.7
4438,27736,31,0.93,1
4439,17591,31,15.76,15.9
4440,12923,31,10.68,32.6
4441,1532,31,5.15,13
4442,27455,31,7.52,37.3
4443,24985,31,7.86,43.7
4444,7187,31,15.39,80.7
4445,15993,31,8.85,60.4
4446,27275,31,8.11,1
4447,6900,31,8.4,32.4
4448,14521,31,13.66,65.3
4449,2752,31,8.36,1
4450,15023,31,4.36,70.2
4451,652,31,4.07,33.7
4452,28406,31,9.86,31
4453,11206,31,11.74,34
4454,13735,31,2.78,50.1
4455,6556,31,0.77,27
4456,29730,31,5.29,20.3
4457,567,31,8.25,74.1
4458,26596,31,11.52,76.1
4459,7261,31,11.06,16.2
4460,18708,31,9.73,30.3
4461,24599,31,9.24,62.9
4462,11637,31,5.94,62.6
4463,12725,31,0,73.2
4464,14682,31,7.93,72.5
4465,22407,31,12.53,52.1
4466,20604,31,0,74.1
4467,23719,31,10.65,39.1
4468,5472,31,2.48,35.8
4469,21079,31,1.23,39
4470,5393,31,6.13,48.5
4471,6856,31,13.81,34.8
4472,8102,31,12.59,30
4473,8224,31,13.79,71.3
4474,18812,31,3.95,44.3
4475,12871,31,1.2,57.7
4476,13869,31,6.44,23.9
4477,16692,31,4.01,16.8
4478,4630,31,11.42,80.8
4479,9106,31,0.43,25.8
4480,24652,31,20.92,61.5
4481,25557,31,7.54,10.5
4482,9663,31,4.17,28
4483,27405,31,2.13,23.5
4484,15004,31,3.13,12.9
4485,7675,31,9.26,50.9
4486,9667,31,8.61,27.1
4487,21207,31,4.33,17
4488,26280,31,2.75,53.9
4489,6037,31,10.72,49.3
4490,574,31,17.72,14.1
4491,17302,31,4.95,57.7
4492,16836,31,11.61,25.1
4493,26176,31,7.37,47.2
4494,8234,31,3.82,40
4495,23771,31,15.15,17.3
4496,28634,31,7.32,65.1
4497,3302,31,2.3,72.7
4498,1839,31,4.26,48
4499,12495,31,1.79,42.2
4500,18426,31,0,20.3
4501,19642,31,6.39,2.2
4502,2258,31,11.46,54.8
4503,17530,31,9.96,22.3
4504,13934,31,11.67,59.2
4505,23334,31,7.02,43.5
4506,22248,31,6.5,50
4507,3182,31,15.43,61.5
4508,19579,31,4.3,39
4509,19924,31,11.41,88.6
4510,3161,31,4.87,21.2
4511,7609,31,2.57,30.1
4512,20441,31,1.79,55
4513,807,31,0,64.2
4514,24119,31,1.48,15.7
4515,28296,31,13.45,1
4516,21243,31,1.45,44.6
4517,29649,31,7.51,1.6
4518,24459,31,12.06,42.8
4519,11064,31,3.2,66.6
4520,14006,31,2.95,37.8
4521,29440,31,7.59,60.7
4522,22260,31,6.35,43.3
4523,6810,31,8.21,31.6
4524,4988,31,3.83,46.3
4525,22268,31,12.94,4.3
4526,17998,31,12.62,62.3
4527,18571,31,6.26,32.7
4528,6384,31,11.52,55.5
4529,8756,31,6.22,89.4
4530,11882,31,0,37.6
4531,15219,31,13.3,19
4532,9883,31,5.88,29.5
4533,195,31,3.85,14.7
4534,6168,31,10,30.8
4535,19560,31,9.87,24
4536,12631,31,8.16,1
4537,5016,31,9.04,65.9
4538,3210,31,2.53,85.4
4539,643,31,13.14,36.8
4540,17414,31,5.86,66.1
4541,4895,31,9.23,40.9
4542,5222,31,11.64,32.7
4543,1400,31,12.34,29.5
4544,19106,31,4.8,76.1
4545,8630,31,10.6,37.7
4546,1529,31,10.49,51.2
4547,25798,31,13.26,18.9
4548,22850,31,1.95,54.1
4549,27649,31,2.76,22.5
4550,29664,31,4.82,21.9
4551,28126,31,8.34,64.6
4552,17431,31,9.15,55.3
4553,21586,31,12.16,109.9
4554,19474,31,3.17,116.5
4555,28592,31,8.22,5.6
4556,13564,32,4.27,76
4557,3286,32,12.88,48.9
4558,16272,32,10.94,21.9
4559,16694,32,9.06,33.2
4560,27043,32,9.74,42.4
4561,1890,32,0,60.9
4562,9789,32,10.24,49.9
4563,4042,32,15.8,50.2
4564,20726,32,20.15,66.2
4565,7285,32,12.11,25.9
4566,1513,32,23,1
4567,8012,32,4.65,32
4568,24973,32,11.04,86.2
4569,11959,32,0,8.3
4570,6668,32,10.1,70.9
4571,29710,32,3.76,53
4572,16480,32,14.13,69.5
4573,11272,32,4.66,44.4
4574,7536,32,11.36,38.4
4575,24176,32,0.46,56
4576,1816,32,0,27.1
4577,15271,32,9.95,35.6
4578,3632,32,4.52,9.6
4579,27158,32,8.79,52.6
4580,14870,32,12.4,21.4
4581,4889,32,6.87,37
4582,7344,32,13.83,53
4583,493,32,10.8,62.7
4584,9997,32,15.55,1
4585,20863,32,6.04,93.5
4586,13580,32,6.57,27.7
4587,11455,32,0,50.1
4588,22366,32,8.11,55.5
4589,21757,32,5.21,37.2
4590,3416,32,8.9,57.3
4591,17510,32,3.22,32.1
4592,15955,32,6.85,60.8
4593,29593,32,1.55,62.6
4594,18410,32,13.49,51.6
4595,21019,32,15.37,39.1
4596,2292,32,12.07,67.9
4597,5028,32,2.03,40.3
4598,4862,32,12.75,46.6
4599,7729,32,0.87,27.2
4600,29589,32,10,42.4
4601,23232,32,2.24,41.5
4602,17150,32,11.15,57.1
4603,11687,32,10.22,38.3
4604,11071,32,6.29,83.4
4605,10117,32,0,12.7
4606,16301,32,8.69,23.8
4607,9583,32,9.8,52.9
4608,1690,32,9.29,51.4
4609,4010,32,15.01,55
4610,3066,32,7.02,27.8
4611,10442,32,5.68,29.1
4612,20069,32,23.71,63.2
4613,4843,32,6.58,27
4614,12672,32,12.99,46.1
4615,26309,32,4.33,43.6
4616,8179,32,9.08,30.5
4617,4168,32,12.07,48.5
4618,4576,32,4.54,45.5
4619,7230,32,13.44,37.8
4620,243,32,10.54,24.1
4621,12634,32,8.46,41.6
4622,14275,32,9,64.3
4623,5836,32,0,41.7
4624,21677,32,7.89,12.3
4625,24474,32,8.23,11.6
4626,11657,32,4.88,73.2
4627,25763,32,12.83,56
4628,8669,32,14.32,14.6
4629,23782,32,8.5,32.7
4630,3798,32,11.61,18.5
4631,27523,32,6.45,56.7
4632,5399,32,11.55,43.1
4633,26189,32,4.51,51.7
4634,25322,32,5.07,74.5
4635,8000,32,9.25,51.9
4636,22654,32,13.05,17.8
4637,20334,32,7.35,81.9
4638,6065,32,3.23,37.2
4639,26948,32,5.6,45
4640,12602,32,14.38,95.6
4641,9092,32,0,17.3
4642,18460,32,11.04,72.5
4643,683,32,16.37,73
4644,9974,32,11.6,82.4
4645,20840,32,15.87,89.8
4646,12384,32,5.22,25.9
4647,17899,32,3.93,101.2
4648,25495,32,3.87,26.5
4649,20344,32,4.09,23.3
4650,28749,32,12.13,44.8
4651,3141,32,14.79,16.9
4652,24182,32,5.36,71.2
4653,21063,32,11.3,27.9
4654,16066,32,5.99,42.1
4655,18765,32,0,69.5
4656,25462,32,7.27,35.2
4657,17063,32,11.73,42.5
4658,26665,32,3.41,55.4
4659,10918,32,5.82,32.3
4660,6322,32,7.08,8.7
4661,10087,32,0.48,68.2
4662,21285,32,8.32,41.1
4663,23802,32,0,75
4664,23144,32,2.93,56.2
4665,14130,32,5.39,50
4666,22844,32,6.89,92.7
4667,15880,32,11.28,49.7
4668,26737,32,0,54.7
4669,17052,32,4.99,11.9
4670,8895,32,7.68,64
4671,5471,32,9.17,1
4672,18798,32,4.22,74.9
4673,28796,32,1.55,1
4674,9076,32,18.08,8
4675,26392,32,9.59,1
4676,18758,32,9.33,38.3
4677,24856,32,12.89,66.6
4678,25086,32,9.6,58.3
4679,8991,32,15.38,50.7
4680,23652,32,2.15,33
4681,16422,32,8.52,43.1
4682,26785,32,4.04,53.2
4683,15632,32,10.19,65.9
4684,6809,32,14.13,1
4685,10920,32,2.12,61.3
4686,13240,32,0.84,1
4687,25801,32,0.94,34.1
4688,25124,32,2.61,45.3
4689,27501,32,6.32,58
4690,19463,32,11.13,44.5
4691,16231,32,2.98,35
4692,11191,32,1.86,74
4693,16429,32,9.55,37.4
4694,6309,32,12.04,57.2
4695,3030,32,12.92,83.4
4696,4169,32,11.38,65.8
4697,26346,32,9.63,7.4
4698,19025,32,0,70.1
4699,14896,32,13.78,64.1
4700,29049,32,5.95,55.1
4701,10687,32,5.44,31.7
4702,18892,32,2.74,53.4
4703,1218,32,16.03,39.1
4704,7838,32,0,79
4705,13360,32,14,50.6
4706,12689,32,11.14,67.4
4707,21758,32,0,60.1
4708,23399,32,12.42,49.6
4709,184,32,14.7,63.3
4710,6901,32,11.3,70.6
4711,24929,32,5.44,8.8
4712,25442,33,7.53,1
4713,28962,33,12.42,1
4714,2671,33,13.39,37.3
4715,7490,33,14.3,53.6
4716,26362,33,9.01,27.1
4717,2575,33,3.7,41.9
4718,2615,33,7.91,32.7
4719,28027,33,7.38,41.8
4720,29450,33,10.46,14.5
4721,14361,33,13.77,1
4722,5095,33,6.26,72.7
4723,29888,33,7.98,37
4724,15566,33,6.11,44.2
4725,23074,33,7.21,71.6
4726,18178,33,12.29,88.6
4727,18545,33,0,44.8
4728,10549,33,12.17,60.4
4729,19001,33,8.66,37
4730,16553,33,7.16,1
4731,28389,33,1.83,74.9
4732,27339,33,7.16,42.4
4733,20721,33,14.47,19.9
4734,7373,33,6.72,40.2
4735,13448,33,0,15.8
4736,15781,33,5.75,46.1
4737,21446,33,14.79,29.1
4738,10276,33,10.46,22.8
4739,22774,33,12.91,13.3
4740,2308,33,8.6,82
4741,1989,33,4.96,95.6
4742,12533,33,8.79,22.9
4743,433,33,8.69,76.7
4744,6782,33,4.29,123.8
4745,7636,33,11.17,32.7
4746,12515,33,19.58,55.7
4747,23973,33,14.42,80.2
4748,2066,33,7.74,53.2
4749,3170,33,7.05,29.8
4750,20009,33,7.34,26.3
4751,29666,33,0,38.4
4752,17407,33,13.44,12.7
4753,20246,33,9.78,55.9
4754,9650,33,12.64,30.9
4755,20821,33,3,9
4756,9332,33,5.21,83.9
4757,21780,33,12.2,6.3
4758,11960,33,8.63,79.7
4759,27863,33,1.23,49.1
4760,20659,33,5.98,116.8
4761,26308,33,13.89,3.9
4762,25417,33,8.47,23.7
4763,2111,33,7.9,40.4
4764,25386,33,2.53,16.6
4765,16009,33,9.03,83.7
